Retailer,Retailer_ID,Invoice_Date,Sales_Quater,State,City,Product,Price_per_Unit,Units_Sold,Sales_Method,Total_Sales,Operating_Cost,Operating_Profit,Operating_Margin
Amazon,1044,05-04-2024,Q1,Maharashtra,Mumbai,T Shirt,10733.08,8,Store,85864.64,80292.6,5572.04,6.00%
Amazon,1011,05-04-2024,Q4,Karnataka,Bangalore,Jacket,10537.58,5,Store,52687.9,40228.08,12459.82,24.00%
Myntra,1027,05-04-2024,Q1,Maharashtra,Mumbai,Running Shoes,7649.08,6,Store,45894.48,32168.58,13725.9,30.00%
Amazon,1023,05-04-2024,Q1,Delhi,Delhi,Jacket,6065.11,2,Online,12130.22,10407.89,1722.33,14.00%
Myntra,1024,05-04-2024,Q3,Karnataka,Bangalore,Jacket,5563.64,3,Online,16690.92,14374.97,2315.95,14.00%
Nike Store,1040,05-04-2024,Q2,Delhi,Delhi,T Shirt,6715.55,5,Store,33577.75,27533.87,6043.88,18.00%
Amazon,1031,05-04-2024,Q4,Kerala,Kochi,Running Shoes,9202.5,5,Online,46012.5,40782.38,5230.12,11.00%
Myntra,1002,05-04-2024,Q2,Kerala,Kochi,Running Shoes,10279.95,5,Online,51399.75,47717.5,3682.25,7.00%
Myntra,1040,05-04-2024,Q3,Delhi,Delhi,Jacket,3209.94,6,Store,19259.64,15036.43,4223.21,22.00%
Ajio,1019,05-04-2024,Q2,Karnataka,Bangalore,Sneakers,10112.64,9,Online,91013.76,82560.18,8453.58,9.00%
Flipkart,1046,05-04-2024,Q4,Kerala,Kochi,Shorts,9149.49,3,Store,27448.47,25559.91,1888.56,7.00%
Amazon,1036,05-04-2024,Q2,Karnataka,Bangalore,T Shirt,2008.45,3,Online,6025.35,4559.07,1466.28,24.00%
Nike Store,1047,05-04-2024,Q4,Karnataka,Bangalore,Sneakers,10978.31,5,Online,54891.55,47165.25,7726.3,14.00%
Nike Store,1040,05-04-2024,Q4,Delhi,Delhi,Jacket,9427.46,4,Store,37709.84,28581.89,9127.95,24.00%
Nike Store,1016,06-04-2024,Q4,Kerala,Kochi,Running Shoes,2494.56,4,Online,9978.24,7639.42,2338.82,23.00%
Myntra,1029,06-04-2024,Q4,Tamil Nadu,Chennai,Sneakers,8346,4,Online,33384,31597.87,1786.13,5.00%
Flipkart,1049,06-04-2024,Q4,Kerala,Kochi,T Shirt,7238.68,8,Store,57909.44,47357.96,10551.48,18.00%
Flipkart,1034,06-04-2024,Q3,Delhi,Delhi,Sneakers,7569.16,8,Store,60553.28,50778.48,9774.8,16.00%
Nike Store,1047,06-04-2024,Q2,Tamil Nadu,Chennai,Sneakers,3063.03,8,Store,24504.24,18891.21,5613.03,23.00%
Ajio,1021,06-04-2024,Q4,Karnataka,Bangalore,Sneakers,8034.52,8,Online,64276.16,53735.01,10541.15,16.00%
Amazon,1042,06-04-2024,Q2,Kerala,Kochi,Sneakers,3055.74,2,Online,6111.48,5427.07,684.41,11.00%
Nike Store,1009,06-04-2024,Q4,Delhi,Delhi,Running Shoes,9809.17,2,Store,19618.34,16193.64,3424.7,17.00%
Nike Store,1006,06-04-2024,Q4,Tamil Nadu,Chennai,Jacket,5708.42,5,Online,28542.1,26632.46,1909.64,7.00%
Ajio,1036,06-04-2024,Q3,Maharashtra,Mumbai,T Shirt,7950.81,2,Online,15901.62,13073.65,2827.97,18.00%
Ajio,1028,06-04-2024,Q2,Delhi,Delhi,Running Shoes,3340.16,3,Online,10020.48,9292.21,728.27,7.00%
Myntra,1035,06-04-2024,Q1,Tamil Nadu,Chennai,Running Shoes,7037.01,7,Online,49259.07,35328.47,13930.6,28.00%
Myntra,1034,06-04-2024,Q2,Maharashtra,Mumbai,Jacket,9520.69,8,Store,76165.52,71409.91,4755.61,6.00%
Myntra,1021,06-04-2024,Q2,Karnataka,Bangalore,Running Shoes,3687.99,4,Online,14751.96,11320.82,3431.14,23.00%
Amazon,1012,06-04-2024,Q3,Kerala,Kochi,Sneakers,7282.19,3,Online,21846.57,20012.3,1834.27,8.00%
Amazon,1034,06-04-2024,Q1,Tamil Nadu,Chennai,Jacket,6636.39,4,Online,26545.56,19461.15,7084.41,27.00%
Myntra,1019,06-04-2024,Q3,Tamil Nadu,Chennai,T Shirt,6117.64,5,Online,30588.2,26684.35,3903.85,13.00%
Myntra,1008,06-04-2024,Q1,Karnataka,Bangalore,Jacket,8937.76,1,Online,8937.76,6521.1,2416.66,27.00%
Flipkart,1000,06-04-2024,Q2,Kerala,Kochi,Sneakers,9716.15,7,Online,68013.05,54623.67,13389.38,20.00%
Ajio,1031,06-04-2024,Q2,Kerala,Kochi,Jacket,9335.03,1,Store,9335.03,6779.99,2555.04,27.00%
Ajio,1021,07-04-2024,Q1,Kerala,Kochi,Jacket,8925.01,8,Online,71400.08,55710.26,15689.82,22.00%
Nike Store,1043,07-04-2024,Q4,Kerala,Kochi,Shorts,2716.21,8,Store,21729.68,19748.29,1981.39,9.00%
Flipkart,1024,07-04-2024,Q4,Tamil Nadu,Chennai,Sneakers,2595.53,1,Online,2595.53,2013.4,582.13,22.00%
Ajio,1047,07-04-2024,Q1,Delhi,Delhi,Sneakers,11943.93,3,Store,35831.79,26612.03,9219.76,26.00%
Myntra,1046,07-04-2024,Q4,Kerala,Kochi,Jacket,2035.55,6,Store,12213.3,11228.83,984.47,8.00%
Amazon,1000,07-04-2024,Q3,Kerala,Kochi,Running Shoes,3026.92,4,Online,12107.68,10566.75,1540.93,13.00%
Myntra,1047,07-04-2024,Q3,Kerala,Kochi,Running Shoes,4373.78,6,Online,26242.68,21373.67,4869.01,19.00%
Amazon,1045,07-04-2024,Q4,Tamil Nadu,Chennai,T Shirt,6525.48,6,Online,39152.88,27501.69,11651.19,30.00%
Nike Store,1046,07-04-2024,Q3,Tamil Nadu,Chennai,Shorts,2900.56,8,Online,23204.48,21632.71,1571.77,7.00%
Nike Store,1029,07-04-2024,Q4,Kerala,Kochi,Shorts,9152.37,5,Store,45761.85,38722.47,7039.38,15.00%
Myntra,1029,07-04-2024,Q4,Maharashtra,Mumbai,Sneakers,4489.03,8,Store,35912.24,28343.08,7569.16,21.00%
Nike Store,1010,07-04-2024,Q1,Delhi,Delhi,Jacket,4638.82,8,Online,37110.56,33046.69,4063.87,11.00%
Myntra,1042,07-04-2024,Q2,Tamil Nadu,Chennai,Shorts,11555.91,8,Store,92447.28,81611.68,10835.6,12.00%
Nike Store,1034,07-04-2024,Q3,Karnataka,Bangalore,Shorts,3485.3,9,Online,31367.7,27037.37,4330.33,14.00%
Flipkart,1020,07-04-2024,Q2,Kerala,Kochi,Running Shoes,9675.29,5,Store,48376.45,38986.99,9389.46,19.00%
Nike Store,1042,07-04-2024,Q3,Delhi,Delhi,Running Shoes,7036.22,6,Store,42217.32,33085.19,9132.13,22.00%
Ajio,1027,07-04-2024,Q4,Delhi,Delhi,Sneakers,4370.58,5,Store,21852.9,19411.33,2441.57,11.00%
Nike Store,1029,07-04-2024,Q3,Kerala,Kochi,Sneakers,8953.66,1,Online,8953.66,8217.01,736.65,8.00%
Nike Store,1021,07-04-2024,Q4,Tamil Nadu,Chennai,Jacket,7108.17,7,Online,49757.19,38469.35,11287.84,23.00%
Myntra,1044,07-04-2024,Q3,Maharashtra,Mumbai,Sneakers,9020.63,6,Store,54123.78,50208.34,3915.44,7.00%
Ajio,1008,08-04-2024,Q1,Tamil Nadu,Chennai,Running Shoes,3701.45,3,Online,11104.35,8990.5,2113.85,19.00%
Myntra,1030,08-04-2024,Q2,Maharashtra,Mumbai,Running Shoes,6269.11,8,Online,50152.88,45260.47,4892.41,10.00%
Nike Store,1036,08-04-2024,Q4,Karnataka,Bangalore,Jacket,6029.03,5,Store,30145.15,27826.94,2318.21,8.00%
Flipkart,1040,08-04-2024,Q4,Kerala,Kochi,Shorts,6913.6,3,Store,20740.8,16531.46,4209.34,20.00%
Ajio,1039,08-04-2024,Q3,Kerala,Kochi,Running Shoes,10752.63,1,Store,10752.63,8016.48,2736.15,25.00%
Ajio,1003,08-04-2024,Q3,Delhi,Delhi,T Shirt,8401.87,7,Online,58813.09,55042.59,3770.5,6.00%
Flipkart,1013,08-04-2024,Q1,Tamil Nadu,Chennai,Jacket,11831.47,7,Store,82820.29,65311.56,17508.73,21.00%
Flipkart,1012,08-04-2024,Q2,Karnataka,Bangalore,Sneakers,5644.24,2,Online,11288.48,10449.84,838.64,7.00%
Amazon,1032,08-04-2024,Q3,Tamil Nadu,Chennai,T Shirt,2654.36,9,Online,23889.24,20833.02,3056.22,13.00%
Nike Store,1024,08-04-2024,Q4,Karnataka,Bangalore,Sneakers,7509.73,6,Store,45058.38,31579.22,13479.16,30.00%
Flipkart,1045,08-04-2024,Q4,Tamil Nadu,Chennai,Shorts,5765.83,2,Store,11531.66,9706.67,1824.99,16.00%
Myntra,1029,08-04-2024,Q3,Maharashtra,Mumbai,Jacket,8448.62,7,Store,59140.34,51819.3,7321.04,12.00%
Myntra,1013,08-04-2024,Q4,Delhi,Delhi,T Shirt,10419.47,7,Store,72936.29,67857.25,5079.04,7.00%
Ajio,1047,08-04-2024,Q4,Maharashtra,Mumbai,Sneakers,7963.89,7,Store,55747.23,44074.29,11672.94,21.00%
Flipkart,1014,08-04-2024,Q2,Tamil Nadu,Chennai,Sneakers,10970.07,3,Store,32910.21,29129.22,3780.99,11.00%
Flipkart,1048,08-04-2024,Q4,Kerala,Kochi,T Shirt,10072.45,5,Store,50362.25,43139.14,7223.11,14.00%
Ajio,1003,08-04-2024,Q4,Tamil Nadu,Chennai,Sneakers,5141.85,4,Store,20567.4,14505.6,6061.8,29.00%
Myntra,1045,08-04-2024,Q2,Maharashtra,Mumbai,T Shirt,3596.76,5,Store,17983.8,12591.91,5391.89,30.00%
Flipkart,1003,09-04-2024,Q4,Maharashtra,Mumbai,Shorts,9183.14,9,Online,82648.26,74608.92,8039.34,10.00%
Nike Store,1025,09-04-2024,Q3,Karnataka,Bangalore,Shorts,11164.61,2,Online,22329.22,16327.18,6002.04,27.00%
Flipkart,1005,09-04-2024,Q1,Kerala,Kochi,Sneakers,5492.24,9,Store,49430.16,39581.01,9849.15,20.00%
Ajio,1035,09-04-2024,Q2,Maharashtra,Mumbai,Sneakers,8888.93,8,Store,71111.44,64407.72,6703.72,9.00%
Myntra,1030,09-04-2024,Q2,Maharashtra,Mumbai,Jacket,10102.67,9,Store,90924.03,66491.05,24432.98,27.00%
Flipkart,1019,09-04-2024,Q2,Delhi,Delhi,Running Shoes,2903.13,5,Online,14515.65,11599.83,2915.82,20.00%
Flipkart,1044,09-04-2024,Q3,Tamil Nadu,Chennai,Sneakers,7703.98,1,Store,7703.98,6994.59,709.39,9.00%
Nike Store,1042,09-04-2024,Q2,Kerala,Kochi,T Shirt,7602.8,3,Store,22808.4,19681.08,3127.32,14.00%
Ajio,1045,09-04-2024,Q4,Kerala,Kochi,T Shirt,3329.32,8,Online,26634.56,20733.31,5901.25,22.00%
Myntra,1012,09-04-2024,Q1,Kerala,Kochi,Shorts,4526.91,8,Store,36215.28,31607.88,4607.4,13.00%
Flipkart,1034,09-04-2024,Q2,Maharashtra,Mumbai,Shorts,5473.04,2,Store,10946.08,8361.99,2584.09,24.00%
Amazon,1031,09-04-2024,Q1,Tamil Nadu,Chennai,Shorts,11525,2,Online,23050,17942.93,5107.07,22.00%
Myntra,1048,09-04-2024,Q1,Karnataka,Bangalore,Sneakers,10358.73,3,Store,31076.19,29005.98,2070.21,7.00%
Nike Store,1033,09-04-2024,Q1,Delhi,Delhi,Jacket,5297.01,9,Online,47673.09,41097.2,6575.89,14.00%
Flipkart,1036,09-04-2024,Q2,Delhi,Delhi,T Shirt,8852.56,7,Online,61967.92,50220.21,11747.71,19.00%
Nike Store,1038,09-04-2024,Q3,Karnataka,Bangalore,Sneakers,10012.73,8,Online,80101.84,59606.25,20495.59,26.00%
Myntra,1048,09-04-2024,Q3,Kerala,Kochi,T Shirt,5435.64,3,Online,16306.92,12895.68,3411.24,21.00%
Amazon,1010,09-04-2024,Q3,Maharashtra,Mumbai,T Shirt,10680.19,9,Online,96121.71,80110.45,16011.26,17.00%
Nike Store,1005,09-04-2024,Q2,Maharashtra,Mumbai,T Shirt,2203.03,9,Online,19827.27,16141.74,3685.53,19.00%
Flipkart,1007,09-04-2024,Q2,Tamil Nadu,Chennai,Running Shoes,2428.97,8,Online,19431.76,14533.45,4898.31,25.00%
Nike Store,1041,10-04-2024,Q4,Tamil Nadu,Chennai,Running Shoes,11116.04,2,Store,22232.08,19421.37,2810.71,13.00%
Myntra,1035,10-04-2024,Q3,Delhi,Delhi,Shorts,3926.87,1,Online,3926.87,3364.56,562.31,14.00%
Nike Store,1037,10-04-2024,Q2,Delhi,Delhi,T Shirt,4283.56,8,Online,34268.48,32178.8,2089.68,6.00%
Flipkart,1001,10-04-2024,Q2,Karnataka,Bangalore,Running Shoes,4212.52,4,Online,16850.08,12091.3,4758.78,28.00%
Ajio,1007,10-04-2024,Q1,Maharashtra,Mumbai,Shorts,3349.02,5,Online,16745.1,14574.78,2170.32,13.00%
Ajio,1010,10-04-2024,Q3,Maharashtra,Mumbai,Running Shoes,7385.3,3,Online,22155.9,17486.15,4669.75,21.00%
Myntra,1029,10-04-2024,Q4,Karnataka,Bangalore,T Shirt,6159.54,2,Online,12319.08,10459.41,1859.67,15.00%
Amazon,1043,10-04-2024,Q3,Tamil Nadu,Chennai,T Shirt,10878.99,9,Online,97910.91,83020.08,14890.83,15.00%
Flipkart,1031,10-04-2024,Q4,Tamil Nadu,Chennai,Shorts,2393.25,5,Online,11966.25,9738.19,2228.06,19.00%
Flipkart,1012,10-04-2024,Q3,Karnataka,Bangalore,T Shirt,9301.8,5,Store,46509,38737.85,7771.15,17.00%
Flipkart,1032,10-04-2024,Q2,Maharashtra,Mumbai,Sneakers,10098.69,7,Store,70690.83,61586.12,9104.71,13.00%
Amazon,1028,10-04-2024,Q1,Karnataka,Bangalore,Running Shoes,3332.66,3,Online,9997.98,7231.07,2766.91,28.00%
Nike Store,1028,10-04-2024,Q3,Delhi,Delhi,Shorts,3887.81,5,Online,19439.05,18005.9,1433.15,7.00%
Amazon,1028,10-04-2024,Q2,Delhi,Delhi,Running Shoes,10176.13,3,Online,30528.39,22009.61,8518.78,28.00%
Flipkart,1028,10-04-2024,Q2,Karnataka,Bangalore,Running Shoes,7369.95,8,Online,58959.6,49469.88,9489.72,16.00%
Amazon,1010,10-04-2024,Q1,Kerala,Kochi,Running Shoes,8370.75,6,Store,50224.5,42002.3,8222.2,16.00%
Amazon,1022,10-04-2024,Q4,Delhi,Delhi,Running Shoes,5407.51,4,Store,21630.04,16163.34,5466.7,25.00%
Nike Store,1001,10-04-2024,Q4,Tamil Nadu,Chennai,T Shirt,11449.21,3,Online,34347.63,30849.17,3498.46,10.00%
Nike Store,1038,10-04-2024,Q2,Kerala,Kochi,T Shirt,4587.18,9,Online,41284.62,30771.61,10513.01,25.00%
Amazon,1036,10-04-2024,Q3,Delhi,Delhi,Sneakers,7013.7,2,Store,14027.4,11468.08,2559.32,18.00%
Nike Store,1032,10-04-2024,Q3,Tamil Nadu,Chennai,Sneakers,2294.4,6,Online,13766.4,12352.03,1414.37,10.00%
Amazon,1048,10-04-2024,Q2,Maharashtra,Mumbai,Shorts,10409.5,8,Online,83276,65395.77,17880.23,21.00%
Amazon,1029,11-04-2024,Q4,Tamil Nadu,Chennai,Jacket,4487.43,1,Store,4487.43,3660.65,826.78,18.00%
Nike Store,1039,11-04-2024,Q4,Maharashtra,Mumbai,Sneakers,4557.17,6,Store,27343.02,21858.59,5484.43,20.00%
Amazon,1033,11-04-2024,Q4,Tamil Nadu,Chennai,Running Shoes,9438.64,6,Online,56631.84,43586.63,13045.21,23.00%
Amazon,1016,11-04-2024,Q3,Kerala,Kochi,Jacket,2070.99,4,Store,8283.96,6581.47,1702.49,21.00%
Amazon,1018,11-04-2024,Q3,Maharashtra,Mumbai,Running Shoes,11416.08,5,Online,57080.4,45976.38,11104.02,19.00%
Amazon,1046,11-04-2024,Q2,Tamil Nadu,Chennai,Shorts,2634.32,5,Store,13171.6,12265.59,906.01,7.00%
Myntra,1008,11-04-2024,Q4,Maharashtra,Mumbai,T Shirt,2544.06,7,Online,17808.42,14267.29,3541.13,20.00%
Myntra,1012,11-04-2024,Q1,Kerala,Kochi,Running Shoes,2392.84,4,Store,9571.36,8400.99,1170.37,12.00%
Amazon,1042,11-04-2024,Q4,Delhi,Delhi,T Shirt,11954.42,3,Online,35863.26,33683.79,2179.47,6.00%
Myntra,1024,11-04-2024,Q3,Maharashtra,Mumbai,Running Shoes,4316.75,5,Store,21583.75,15591.16,5992.59,28.00%
Ajio,1014,11-04-2024,Q3,Delhi,Delhi,T Shirt,7946.05,7,Store,55622.35,52358.75,3263.6,6.00%
Flipkart,1012,11-04-2024,Q4,Tamil Nadu,Chennai,T Shirt,11526.95,6,Online,69161.7,55898.53,13263.17,19.00%
Amazon,1028,11-04-2024,Q2,Maharashtra,Mumbai,Sneakers,5547.51,2,Store,11095.02,10134.55,960.47,9.00%
Myntra,1029,11-04-2024,Q3,Tamil Nadu,Chennai,T Shirt,9987.12,8,Online,79896.96,60884.74,19012.22,24.00%
Myntra,1022,11-04-2024,Q4,Kerala,Kochi,Running Shoes,4635.82,1,Online,4635.82,4377.93,257.89,6.00%
Myntra,1040,11-04-2024,Q4,Karnataka,Bangalore,Running Shoes,4187.39,9,Store,37686.51,33548.97,4137.54,11.00%
Myntra,1041,11-04-2024,Q4,Maharashtra,Mumbai,Running Shoes,10714.52,5,Online,53572.6,49525.49,4047.11,8.00%
Flipkart,1016,11-04-2024,Q4,Tamil Nadu,Chennai,Jacket,3855.79,6,Store,23134.74,16756.8,6377.94,28.00%
Amazon,1003,11-04-2024,Q4,Kerala,Kochi,T Shirt,11396.62,8,Store,91172.96,83246.77,7926.19,9.00%
Ajio,1014,11-04-2024,Q1,Maharashtra,Mumbai,Sneakers,6010.03,5,Store,30050.15,26167.1,3883.05,13.00%
Myntra,1032,12-04-2024,Q4,Tamil Nadu,Chennai,Sneakers,10172.4,3,Online,30517.2,23883.03,6634.17,22.00%
Ajio,1024,12-04-2024,Q3,Tamil Nadu,Chennai,Jacket,3623.01,1,Store,3623.01,2983.04,639.97,18.00%
Amazon,1015,12-04-2024,Q4,Tamil Nadu,Chennai,Jacket,5755.18,9,Online,51796.62,46553.48,5243.14,10.00%
Amazon,1021,12-04-2024,Q3,Kerala,Kochi,T Shirt,5146.61,6,Online,30879.66,27971.2,2908.46,9.00%
Amazon,1022,12-04-2024,Q2,Karnataka,Bangalore,Shorts,4614.76,9,Online,41532.84,36282.82,5250.02,13.00%
Nike Store,1018,12-04-2024,Q4,Tamil Nadu,Chennai,Jacket,7934.38,8,Store,63475.04,55408.01,8067.03,13.00%
Flipkart,1011,12-04-2024,Q2,Kerala,Kochi,Sneakers,5248.64,8,Online,41989.12,35105.79,6883.33,16.00%
Myntra,1018,12-04-2024,Q4,Maharashtra,Mumbai,Jacket,10709.34,5,Online,53546.7,42888.9,10657.8,20.00%
Nike Store,1037,12-04-2024,Q1,Tamil Nadu,Chennai,Jacket,2384.26,6,Online,14305.56,11945.13,2360.43,17.00%
Amazon,1026,12-04-2024,Q2,Kerala,Kochi,T Shirt,6667.9,3,Store,20003.7,18096.57,1907.13,10.00%
Amazon,1046,12-04-2024,Q2,Maharashtra,Mumbai,T Shirt,4445.01,7,Store,31115.07,26364.93,4750.14,15.00%
Myntra,1041,12-04-2024,Q1,Kerala,Kochi,Sneakers,10076.5,4,Store,40306,34671.96,5634.04,14.00%
Flipkart,1017,12-04-2024,Q2,Tamil Nadu,Chennai,Jacket,11498.55,5,Store,57492.75,54084.06,3408.69,6.00%
Nike Store,1026,12-04-2024,Q4,Kerala,Kochi,Sneakers,4493.03,1,Store,4493.03,4262.16,230.87,5.00%
Flipkart,1010,12-04-2024,Q2,Karnataka,Bangalore,Jacket,9031.57,4,Online,36126.28,33289.07,2837.21,8.00%
Nike Store,1049,12-04-2024,Q4,Delhi,Delhi,Jacket,6892.81,1,Online,6892.81,5431.76,1461.05,21.00%
Amazon,1037,12-04-2024,Q4,Karnataka,Bangalore,Shorts,8452.09,2,Store,16904.18,15258.56,1645.62,10.00%
Nike Store,1047,12-04-2024,Q4,Karnataka,Bangalore,Sneakers,8059.7,3,Store,24179.1,22206.99,1972.11,8.00%
Ajio,1045,12-04-2024,Q2,Tamil Nadu,Chennai,Running Shoes,7778.14,6,Online,46668.84,43529.71,3139.13,7.00%
Amazon,1006,12-04-2024,Q2,Maharashtra,Mumbai,Jacket,4213.51,5,Store,21067.55,15702.52,5365.03,25.00%
Flipkart,1045,13-04-2024,Q2,Tamil Nadu,Chennai,Jacket,8201.59,7,Store,57411.13,47937.74,9473.39,17.00%
Myntra,1026,13-04-2024,Q2,Delhi,Delhi,Sneakers,6714.47,4,Online,26857.88,24821.43,2036.45,8.00%
Amazon,1028,13-04-2024,Q2,Delhi,Delhi,Running Shoes,7832.51,8,Store,62660.08,48699.45,13960.63,22.00%
Ajio,1002,13-04-2024,Q2,Kerala,Kochi,Shorts,7646.77,6,Online,45880.62,37304.05,8576.57,19.00%
Nike Store,1026,13-04-2024,Q3,Tamil Nadu,Chennai,Shorts,10204.59,2,Store,20409.18,14978.35,5430.83,27.00%
Myntra,1005,13-04-2024,Q4,Kerala,Kochi,T Shirt,2244.49,4,Online,8977.96,8093.18,884.78,10.00%
Nike Store,1047,13-04-2024,Q2,Tamil Nadu,Chennai,Running Shoes,4479.14,2,Store,8958.28,6649.5,2308.78,26.00%
Myntra,1044,13-04-2024,Q2,Karnataka,Bangalore,Shorts,8180.76,4,Store,32723.04,29728.76,2994.28,9.00%
Ajio,1042,13-04-2024,Q3,Tamil Nadu,Chennai,Sneakers,8281.82,2,Store,16563.64,14729.6,1834.04,11.00%
Nike Store,1023,13-04-2024,Q2,Tamil Nadu,Chennai,Shorts,3547.08,1,Store,3547.08,2519.76,1027.32,29.00%
Amazon,1031,13-04-2024,Q4,Tamil Nadu,Chennai,Shorts,10220.09,9,Store,91980.81,71188.07,20792.74,23.00%
Nike Store,1043,13-04-2024,Q4,Kerala,Kochi,Sneakers,9378.61,1,Online,9378.61,6820.04,2558.57,27.00%
Ajio,1002,13-04-2024,Q2,Kerala,Kochi,Running Shoes,4951.22,5,Store,24756.1,19058.48,5697.62,23.00%
Amazon,1010,13-04-2024,Q1,Kerala,Kochi,T Shirt,8925.34,4,Store,35701.36,30552.86,5148.5,14.00%
Myntra,1043,13-04-2024,Q1,Maharashtra,Mumbai,T Shirt,2083.65,6,Store,12501.9,9010.69,3491.21,28.00%
Myntra,1010,13-04-2024,Q1,Karnataka,Bangalore,Shorts,3773.46,4,Store,15093.84,14044.02,1049.82,7.00%
Ajio,1032,13-04-2024,Q2,Karnataka,Bangalore,Running Shoes,5084.03,5,Store,25420.15,18488.47,6931.68,27.00%
Myntra,1028,13-04-2024,Q2,Delhi,Delhi,Sneakers,4530.61,7,Store,31714.27,23988.38,7725.89,24.00%
Amazon,1016,13-04-2024,Q3,Delhi,Delhi,Shorts,4253.74,9,Online,38283.66,29483.55,8800.11,23.00%
Myntra,1015,13-04-2024,Q2,Maharashtra,Mumbai,Jacket,3869.65,4,Store,15478.6,11219.44,4259.16,28.00%
Amazon,1035,14-04-2024,Q2,Karnataka,Bangalore,Shorts,11544.79,9,Online,103903.11,89106.73,14796.38,14.00%
Flipkart,1013,14-04-2024,Q1,Maharashtra,Mumbai,Sneakers,6292.82,9,Store,56635.38,51007.28,5628.1,10.00%
Amazon,1044,14-04-2024,Q2,Kerala,Kochi,Shorts,8892.71,9,Store,80034.39,66328.55,13705.84,17.00%
Flipkart,1018,14-04-2024,Q4,Karnataka,Bangalore,Running Shoes,11951.97,4,Online,47807.88,34416.37,13391.51,28.00%
Ajio,1045,14-04-2024,Q1,Tamil Nadu,Chennai,Sneakers,6532.78,9,Online,58795.02,41819.61,16975.41,29.00%
Myntra,1001,14-04-2024,Q2,Tamil Nadu,Chennai,T Shirt,10231.83,7,Online,71622.81,57841.34,13781.47,19.00%
Ajio,1027,14-04-2024,Q2,Kerala,Kochi,T Shirt,5584.16,4,Store,22336.64,18479.72,3856.92,17.00%
Ajio,1027,14-04-2024,Q2,Karnataka,Bangalore,T Shirt,3181.29,9,Store,28631.61,26713.92,1917.69,7.00%
Ajio,1000,14-04-2024,Q4,Maharashtra,Mumbai,T Shirt,6883.55,3,Store,20650.65,17634.44,3016.21,15.00%
Amazon,1042,14-04-2024,Q1,Karnataka,Bangalore,Running Shoes,7365.09,5,Online,36825.45,33764.94,3060.51,8.00%
Flipkart,1023,14-04-2024,Q1,Kerala,Kochi,T Shirt,6046.72,5,Store,30233.6,28478.56,1755.04,6.00%
Myntra,1021,14-04-2024,Q4,Delhi,Delhi,Shorts,10185.7,9,Store,91671.3,66818.3,24853,27.00%
Nike Store,1027,14-04-2024,Q2,Kerala,Kochi,Shorts,4268.04,9,Store,38412.36,35923.88,2488.48,6.00%
Myntra,1000,14-04-2024,Q3,Karnataka,Bangalore,Sneakers,9014.47,8,Online,72115.76,65808.19,6307.57,9.00%
Amazon,1001,14-04-2024,Q2,Karnataka,Bangalore,Shorts,9573.81,5,Store,47869.05,44709.18,3159.87,7.00%
Amazon,1036,14-04-2024,Q4,Karnataka,Bangalore,Sneakers,2421.1,3,Store,7263.3,6402.32,860.98,12.00%
Ajio,1025,14-04-2024,Q2,Karnataka,Bangalore,Sneakers,4431.02,6,Online,26586.12,19060.06,7526.06,28.00%
Myntra,1033,14-04-2024,Q2,Tamil Nadu,Chennai,Shorts,10383.32,4,Online,41533.28,30676.47,10856.81,26.00%
Myntra,1014,14-04-2024,Q3,Delhi,Delhi,T Shirt,4027.58,8,Online,32220.64,26245.8,5974.84,19.00%
Nike Store,1045,14-04-2024,Q3,Kerala,Kochi,Sneakers,2954.53,8,Online,23636.24,18030.62,5605.62,24.00%
Ajio,1014,15-04-2024,Q4,Kerala,Kochi,T Shirt,4200.72,6,Online,25204.32,20652.64,4551.68,18.00%
Flipkart,1015,15-04-2024,Q2,Maharashtra,Mumbai,Shorts,3389.45,7,Online,23726.15,19812.72,3913.43,16.00%
Amazon,1048,15-04-2024,Q2,Tamil Nadu,Chennai,Sneakers,4322.51,1,Online,4322.51,3197.41,1125.1,26.00%
Myntra,1041,15-04-2024,Q4,Maharashtra,Mumbai,Jacket,11839.48,3,Online,35518.44,30071.7,5446.74,15.00%
Myntra,1015,15-04-2024,Q2,Maharashtra,Mumbai,Shorts,8060.3,2,Online,16120.6,11320.68,4799.92,30.00%
Flipkart,1024,15-04-2024,Q1,Delhi,Delhi,Shorts,7481.4,4,Online,29925.6,22854.39,7071.21,24.00%
Nike Store,1030,15-04-2024,Q2,Tamil Nadu,Chennai,T Shirt,7418.95,8,Online,59351.6,47954.74,11396.86,19.00%
Myntra,1049,15-04-2024,Q2,Delhi,Delhi,Sneakers,6123.91,8,Store,48991.28,40771.67,8219.61,17.00%
Amazon,1022,15-04-2024,Q4,Delhi,Delhi,Shorts,7305.74,9,Online,65751.66,56878.81,8872.85,13.00%
Flipkart,1004,15-04-2024,Q3,Delhi,Delhi,Running Shoes,2026.46,5,Store,10132.3,8637.47,1494.83,15.00%
Ajio,1023,15-04-2024,Q4,Delhi,Delhi,T Shirt,4707.5,6,Online,28245,24393.95,3851.05,14.00%
Flipkart,1025,15-04-2024,Q1,Karnataka,Bangalore,Sneakers,10492.87,6,Online,62957.22,57020.35,5936.87,9.00%
Ajio,1019,15-04-2024,Q3,Karnataka,Bangalore,Jacket,8725.27,3,Store,26175.81,22535.7,3640.11,14.00%
