Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Cost,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit
PUM943458,Women,Basketball,Puma King Pro FG W,5,9,13280,6490,26.8,87488.64,44687,Retail,Ahmedabad,111044.31
PUM670556,Women,Lifestyle,Puma Kyron W,13,24,5420,2230,41.3,76356.96,45595,Online,LUCKNOW,22836.96
PUM912990,Men,Lifestyle,Puma King Platinum 21,9,32,4570,2200,146.7,-109897.6,44964,Retail,pune,-180297.6
PUM424096,Men,Basketball,Puma Scoot Zeros,5,17,9450,3990,6.4,244725.12,45050,Online,LUCKNOW,176895.12
PUM811218,Women,Soccer,Puma Stewie 2 Team W,5,43,5270,2800,12.5,198283.75,44582,Online,Pune,77883.75
PUM256489,Men,Training,Puma Eternity Nitro 2,,35,5090,1780,48.2,92281.7,44692,Retail,Hyd,95942.42
PUM132453,Men,Training,Puma Smash v2,,18,16510,7090,4.7,283212.54,27/10/2024,Online,Pune,155592.54
PUM869384,Men,Running,Puma Retaliate 2,10,11,15880,6750,24.9,131184.68,45132,Retail,bangalore,56934.68
PUM503498,Kids,Training,Puma Softride Rift Jr,6,-9,4570,1980,43.7,,45254,Online,MUMBAI,
PUM223179,Kids,Training,Puma Softride Enzo Neo Jr,8,,9160,5490,32.9,,24/09/2024,Online,LUCKNOW,
PUM654823,Kids,running,Puma Suede Jr,4,9,9490,4960,22.1,,45338,Online,Jaipure,
PUM611169,Men,Basketball,Puma Better Foam Prowl,11,44,6470,3240,49.5,263365.37,44576,Online,hyderabad,120805.37
PUM789115,Kids,Running,Puma Pacer Future Jr,12,43,5490,2260,11.3,209394.09,45407,Online,Bangalore,112214.09
PUM276967,Kids,Running,Puma Pacer Future Jr,11,46,5890,2820,48.5,139534.1,24/01/2024,Online,mumbai,9814.1
PUM263137,Women,Running,Puma Suede Mayu W,4,42,7460,4040,18.8,254415.84,44727,Online,pune,84735.84
PUM818366,Women,Basketball,Puma Fuse 2.0 W,11,27,6390,3290,38,-104133.64,45481,Retail,Pune,-192963.64
PUM242064,Kids,Basket Ball,Puma Suede Jr,9,44,6350,3690,133.3,-93040.2,45611,Online,Bangaluru,-255400.2
PUM907937,Kids,Training,Puma Suede Jr,4,34,9000,3650,4.2,293148,45292,Retail,Bangaluru,169048
PUM828531,Women,Basketball,Puma Future Ultimate FG W,5,17,13990,7870,10.4,213095.68,44736,Retail,pune,79305.68
PUM952631,Kids,Running,Puma Softride Rift Jr,11,14,3980,2170,1.5,54884.2,45051,Retail,bangalore,24504.2
PUM534631,Women,Basketball,Puma Cali Dream,5,23,17120,10060,19.6,316583.04,25-01-2022,Retail,Ahmadabad,85203.04
PUM602194,women,Soccer,Puma All-Pro Nitro W,13,2,14380,8480,48.5,14811.4,44642,Retail,Bangalore,-2148.6
PUM882169,Men,Training,Puma RS-X,10,21,7300,2950,13.5,132604.5,45364,Online,Hyd,70654.5
PUM878552,Women,Lifestyle,Puma Mayze Stack,6,45,15490,5450,48.6,358283.7,45126,Online,Kolkatta,113033.7
PUM858000,Kids,Training,Puma Softride Enzo Neo Jr,7,19,7760,4630,12.2,129452.32,44957,Online,Mubmai,41482.32
PUM244495,Men,Running,Puma Smash v2,8,41,3980,2370,10,146862,44975,Retail,Channai,49692
PUM744396,Men,Basketball,Puma Softride Premier,,14,5310,2760,47.3,39177.18,45458,Retail,Chennai,537.18
PUM989596,Kids,Running,Puma Suede Jr,8,28,7200,,45.9,109065.6,45137,Retail,Ahmadabad,
PUM897212,Men,Lifestyle,Puma King Platinum 21,10,1,11140,4200,45,6127,45227,Online,ahmedabad,1927
PUM909859,Men,Training,Puma Magnify Nitro 2,6,25,8760,4890,31.7,,22/04/2024,Retail,Chenai,
PUM688215,Men,Basketball,Puma Better Foam Prowl,5,34,9340,4410,27.4,678527.44,44945,Online,Hyd,528587.44
PUM403829,Men,Soccer,Puma Future Rider,7,24,7370,3530,4.3,169274.16,22-01-2023,Retail,delhi,84554.16
PUM676270,Kids,Soccer,Puma Future 7 Play FG Jr,9,22,13040,5400,3.3,277412.96,44583,Retail,ahmedabad,158612.96
PUM656673,Women,Basketball,Puma Run XX Nitro 2,13,7,12210,5980,-3.3,88290.51,45556,Retail,bangalore,46430.51
PUM316996,Women,Soccer,Puma Deviate Elite 3 W,13,30,16310,7990,12.8,-268385.71,45240,Retail,pune,-508085.71
PUM465855,Men,Basket Ball,Puma Softride Premier,6,1,6950,3970,31.9,4732.95,45067,Retail,PUNE,762.95
PUM370593,Men,Lifestyle,Puma Velocity Nitro 3,,42,9460,,0.4,395730.72,45462,Retail,PUNE,
PUM850077,Men,Soccer,Puma Scoot Zeros,9,23,7610,3920,4.7,166803.59,45355,Online,Lucnow,76643.59
PUM241275,Kids,Running,Puma Evolve Run Mesh Jr,7,30,3850,2000,11.7,101986.5,,Retail,Lucnow,41986.5
PUM992373,Men,Training,Puma Softride Premier,12,45,8860,4780,31.2,420202.38,45598,Online,delhi,205102.38
PUM463887,Men,running,Puma RS-X,12,5,12860,4530,6.7,59991.9,45077,Online,Kolkatta,37341.9
PUM130601,Kids,Running,Puma Softride Rift Jr,7,23,3620,1520,28.5,59530.9,45567,Online,,24570.9
PUM949330,Kids,Training,Puma Pacer Future Jr,5,45,14860,5740,15.5,565051.5,,Online,Dehli,1666437.34
PUM693907,Women,Basketball,Puma Kyron W,11,25,9790,4800,10.4,219296,44830,Retail,Lucnow,99296
PUM840133,Women,Basketball,Puma Softride Ruby W,7,13,4260,2260,26.3,40815.06,45622,Retail,Calcutta,11435.06
PUM237405,Kids,Lifestyle,Puma Attacanto Jr,10.5,45,3310,1940,31.2,267404.29,30/07/2024,Retail,bangalore,
PUM868544,Women,Running,Puma King Pro FG W,11,6,3960,1900,49.2,12070.08,45582,Retail,pune,670.08
PUM696140,Men,Training,Puma Future Ultimate FG,5,44,8670,3970,30.2,266273.04,44740,Online,,91593.04
PUM582025,Women,Lifestyle,Puma ForeverRun Nitro,5,2,3730,1700,4.9,7094.46,27/05/2024,Online,hyderabad,3694.46
PUM988223,Men,Running,Puma Smash v2,8,50,4130,1620,21.3,162515.5,19-12-2023,Online,Ahmedabad,81515.5
PUM306067,Women,Basketball,Puma Fuse 2.0 W,5,39,8000,2800,29.2,220896,45549,Retail,Hyderabad,111696
PUM555180,Kids,Training,Puma Evolve Run Mesh Jr,6,13,5590,1990,108.3,-6031.61,44953,Retail,Channai,-31901.61
PUM549528,Women,Lifestyle,Puma All-Pro Nitro W,11,26,6390,2360,48.8,85063.68,13/05/2022,Retail,kolkata,23703.68
PUM352342,Women,Soccer,Puma Retaliate 2 W,7,23,14910,7610,29.5,399520.89,44725,Retail,delhi,224490.89
PUM981864,Women,Training,Puma Future Ultimate FG W,7.5,,12410,4910,9.5,,45501,Retail,JAIPUR,
PUM822232,Women,Running,Puma Deviate Elite 3 W,6,25,9930,5470,12,218460,45089,Web,Bangalore,81710
PUM417534,Women,Basketball,Puma Softride Ruby W,,50,5670,2750,10.4,254016,44910,Online,Calcutta,116516
PUM673506,Kids,Lifestyle,Puma King Match Jr FG,10.5,18,8510,4800,46.3,82257.66,45388,Retail,JAIPUR,-4142.34
PUM134939,Kids,Training,Puma Softride Rift Jr,7,30,6670,,30.4,139269.6,,Online,Ahmedabad,
PUM356233,Children,Basketball,Puma Future 7 Play FG Jr,5,35,0,,15.3,,44599,store,Dehli,
PUM520974,Kids,Lifestyle,Puma Playmaker Pro Jr,9,18,9900,3950,126,-46332,31/08/2023,Online,Dellhi,-117432
PUM203919,Female,Running,Puma Run XX Nitro 2,5,23,4540,2380,,,45588,Online,lucknow,
PUM429795,Men,Lifestyle,Puma Orbit FG,6,44,5480,2590,37.9,149735.52,45355,Retail,Kolkatta,35775.52
PUM586883,Kids,Basketball,Puma Softride Rift Jr,13,10,10640,4210,5.6,205424.77,45287,Online,Dellhi,163324.77
PUM288177,Women,Running,Puma Vikky v3,9,6,8540,4410,17.2,42426.72,,Web,Jaipure,15966.72
PUM415722,Women,Soccer,Puma Kyron W,5,25,17650,9120,18.7,358736.25,45343,Online,jaipur,130736.25
PUM515056,Men,Lifestyle,Puma Softride Premier,7,29,4200,1530,4.2,116684.4,45416,Online,Lucnow,72314.4
PUM216728,Men,Training,Puma Softride Premier,XL,38,16850,8750,22,499434,17/10/2024,Online,Chennai,166934
PUM955015,Men,Basketball,Puma Smash v2,5,16,6610,2550,36.1,,45612,Online,mumbai,
PUM682061,Kids,Training,Puma Attacanto Jr,12,48,8880,4270,32.3,288564.48,44646,Online,Mumbay,83604.48
PUM795231,Kids,Soccer,Puma Softride Enzo Neo Jr,9,27,9810,5730,19.5,213220.35,45048,Retail,MUMBAI,58510.35
PUM199632,Kids,Training,Puma Anzarun Lite Jr,10,40,6470,2910,39.3,157091.6,44663,Online,Dellhi,40691.6
PUM896749,Kids,Lifestyle,Puma Pacer Future Jr,12,48,8100,3230,15.9,975150.82,45290,Online,hyderabad,820110.82
PUM882660,Women,Basketball,Puma Future Ultimate FG W,7,20,13510,5800,38.1,413595.4,45441,Retail,Dehli,297595.4
PUM319393,Women,Soccer,Puma Stewie 2 Team W,11,28,3670,1510,6.6,95977.84,44946,Retail,delhi,53697.84
PUM981980,Women,Basketball,Puma Softride Ruby W,13,11,5510,0,9.8,54670.22,16/03/2022,Retail,Chenai,
PUM430421,Men,Training,Puma Clyde All-Pro,11,6,15520,8300,23.3,71423.04,45619,Retail,hyderabad,73263.28
PUM469082,Men,Basketball,Puma Attacanto FG,5,30,5550,3150,134.4,-57276,45241,Retail,Hyd,
PUM425496,Kids,Basketball,Puma Softride Rift Jr,10,17,9880,4980,19.5,135207.8,,Online,MUMBAI,50547.8
PUM182027,Men,Running,Puma Orbit FG,4,26,11780,5250,27.2,222971.84,44795,Online,Hyd,86471.84
PUM700500,Men,Training,Puma Smash v2,,19,17460,9550,8.8,302546.88,,Retail,Pune,121096.88
PUM599790,Kids,Soccer,Puma King Match Jr FG,8,19,5580,2690,44.4,58947.12,44719,Retail,MUMBAI,7837.12
PUM493554,Men,Running,Puma Eternity Nitro 2,7,1,,2690,32,,45172,Online,Chennai,
PUM195352,Kids,soccer,Puma Smash v2 Jr,9,4,13970,5040,18.9,45318.68,45344,Retail,delhi,25158.68
PUM539126,Women,Basketball,Puma Fuse 2.0 W,8,38,9620,5410,33.9,241635.16,45204,Online,Dellhi,36055.16
PUM370317,Men,Running,Puma All-Pro Nitro,10.5,9,4050,2280,49.4,18443.7,44993,Retail,Delhi,-5029.88
PUM703646,Women,Soccer,Puma Retaliate 2 W,,39,11620,5370,43.3,256953.06,44715,Retail,Chenai,
PUM663646,Women,Basketball,Puma Ella W,10,4,8110,3850,24.7,24427.32,45588,Online,Ahmedabad,9027.32
,Men,,Puma Retaliate 2,13,38,0,1900,2.8,,44747,Retail,,
PUM629852,Men,Basketball,Puma Smash v2,13,16,11300,6300,42.5,103960,44718,Online,PUNE,3160
PUM831386,Kids,Soccer,Puma Pacer Future Jr,,48,11180,6240,44.9,295688.64,45493,Retail,bangalore,-3831.36
PUM148648,Kids,Basketball,Puma Anzarun Lite Jr,7,14,9440,3530,38.8,80881.92,45653,Retail,Kolkata,31461.92
PUM957143,Women,Soccer,Puma Vikky v3,9,43,13520,6300,45.7,940061.23,44592,Retail,MUMBAI,669161.23
PUM468925,Kids,Training,Puma Future 7 Play FG Jr,8,31,10000,,6.1,291090,44713,Online,Ahmedabad,
PUM884645,Men,Lifestyle,Puma Scoot Zeros,13,47,17140,9910,11.7,711327.14,,Online,jaipur,245557.14
PUM243497,Kids,Soccer,Puma Attacanto Jr,9,-6,10610,5560,20.6,,45213,Retail,mumbai,
PUM451936,Women,Basketball,Puma Velocity Nitro 3 W,5,7,8920,4500,-4,127704.28,45432,Online,Chennai,96204.28
PUM747995,Kids,Lifestyle,Puma Softride Enzo Neo Jr,13,,10750,4250,49.5,,44841,Online,Ahmedabad,
PUM644378,Kids,Soccer,Puma Rise Jr,7.5,15,7300,2720,-0.9,110485.5,45250,Retail,Lucnow,69685.5
PUM176377,Women,Soccer,Puma Run XX Nitro 2,9,13,7870,4080,11.5,90544.35,44912,online,Pune,37504.35
PUM888582,Women,Basketball,Puma Fuse 2.0 W,10,47,9370,3590,1,435986.1,45294,Retail,Pune,267256.1
PUM908219,Men,Basketball,Puma Softride Premier,12,28,4470,2500,16.4,104633.76,44814,web,Hydrabad,34633.76
PUM866439,men,Soccer,Puma Velocity Nitro 3,11,40,10840,4970,26.9,316961.6,,Online,MUMBAI,118161.6
PUM656883,men,Soccer,Puma Smash v2,,6,9740,4680,47.6,30622.56,44609,Online,MUMBAI,2542.56
PUM876366,Men,RUNNING,Puma King Platinum 21,XL,2,9380,3890,34.2,12344.08,44987,online,mumbai,27061.41
PUM689648,Men,Training,Puma Suede Classic XXI,7,46,11560,4940,35.6,342453.44,44877,Retail,pune,115213.44
PUM564009,Women,Soccer,Puma Run XX Nitro 2,11,-7,9100,4160,18.8,,27-05-2024,Retail,Hydrabad,
PUM856699,Women,Running,Puma King Pro FG W,8,36,10890,5210,36,-57763.36,45108,Online,Dellhi,
PUM534603,Women,Training,Puma Suede Mayu W,12,24,13350,6210,37.9,362988.46,45261,Retail,Hyderabad,213948.46
PUM913217,Kids,Soccer,Puma Pacer Future Jr,,48,5480,2840,11.1,233842.56,45493,Retail,JAIPUR,97522.56
PUM422316,Kids,Running,Puma Anzarun Lite Jr,6,44,3950,1770,34.8,113317.6,45166,Online,Mumbai,35437.6
PUM455953,Kids,SOCCER,Puma Rise Jr,10,33,4680,1860,39.4,93590.64,45166,Retail,JAIPUR,32210.64
PUM923804,Men,Lifestyle,Puma Scoot Zeros,8,39,5200,2230,10.4,181708.8,44639,Online,LUCKNOW,94738.8
PUM179581,Kids,Lifestyle,Puma Future 7 Play FG Jr,12,10,5970,2450,40,35820,45626,Online,LUCKNOW,11320
PUM829988,Women,Basketball,Puma Future Ultimate FG W,10,37,3490,1930,37.7,80447.99,45571,Retail,Dehli,9037.99
PUM740037,Men,Basketball,Puma Attacanto FG,6,29,7870,3370,22.4,177106.48,45457,Online,Ahemdabad,79376.48
PUM294160,Men,Soccer,Puma Magnify Nitro 2,12,36,11350,,6.7,381223.8,26/01/2024,Online,Mubmai,
PUM153812,women,Training,Puma Softride Ruby W,6,37,7720,4350,41.9,165956.84,45052,Online,lucknow,-18782.37
PUM959200,Women,Run,Puma King Pro FG W,8,16,9880,4580,17,131206.4,,Online,Channai,57926.4
PUM435729,Women,Basketball,Puma Softride Ruby W,10,42,9000,5210,37.7,235494,45192,Retail,delhi,16674
PUM767051,MEN,Run,Puma Magnify Nitro 2,9,13,17230,7400,17.5,184791.75,45126,Online,mumbai,88591.75
PUM439403,women,Training,Puma Softride Ruby W,10,5,11750,5210,25.9,43533.75,44689,Online,MUMBAI,17483.75
PUM353707,Women,Running,Puma Ella W,5,36,14720,8810,3.3,512432.64,45580,Retail,kolkata,195272.64
PUM547191,Women,Running,Puma Stewie 2 Team W,10,49,15770,5920,-3.4,799002.82,44614,Retail,DELHI,508922.82
PUM827266,Men,soccer,Puma Ultra Ultimate FG,8,21,5110,2170,26.6,78765.54,26/05/2023,Retail,Hydrabad,33195.54
PUM793721,Kids,Running,Puma Softride Enzo Neo Jr,8,48,6270,2380,48.7,154392.48,45447,Retail,Mumbay,-104941.4
PUM399322,Men,Soccer,Puma Future Ultimate FG,10,45,17750,8950,,,45271,Retail,kolkata,
PUM816412,Kids,Training,Puma Softride Enzo Neo Jr,4,9,4210,1850,8.5,34669.35,44960,Online,lucknow,18019.35
PUM203685,Kids,Running,Puma Softride Rift Jr,12,43,10420,5300,38,277797.2,45264,Retail,Bangalore,49897.2
PUM668069,Men,Basketball,Puma Attacanto FG,10,13,11480,5020,9.3,135360.68,45054,Retail,Hyd,70100.68
PUM145683,Kids,Basketball,Puma Pacer Future Jr,11,,12900,5860,15,,45198,Retail,jaipur,
PUM672794,Kids,Soccer,Puma Softride Enzo Neo Jr,11,22,17480,6270,16.5,321107.6,45459,Online,Kolkata,183167.6
PUM195275,Kids,Football,Puma Pacer Future Jr,4,14,9710,3710,42.2,128253.37,45448,RETAIL,Bangaluru,76313.37
PUM685493,Women,Basketball,Puma Future Ultimate FG W,9,,5260,2790,49.7,,,Retail,Mubmai,
PUM174200,Men,Lifestyle,Puma King Platinum 21,8,24,7240,3600,47.9,90528.96,45067,Retail,Ahmedabad,4128.96
PUM146029,Women,Training,Puma Suede Mayu W,13,34,5900,2630,29.7,141021.8,44839,Retail,Chenai,51601.8
PUM120824,Kids,Lifestyle,Puma Softride Rift Jr,12,3,8870,4290,47.1,14076.69,44744,Retail,ahmedabad,1206.69
PUM469283,Men,Training,Puma Softride Premier,4,37,4330,2200,23.9,121919.81,,Retail,Jaipure,40519.81
PUM430139,Women,Soccer,Puma Stewie 2 Team W,13,34,9210,4210,6,294351.6,45419,Retail,Lucnow,151211.6
PUM146397,Kids,Basketball,Puma Pacer Future Jr,10,20,7280,3640,36.1,93038.4,45578,Retail,Kolkata,20238.4
PUM876366,Men,Running,Puma Scoot Zeros,5,42,4210,1610,27.1,128901.78,44567,Online,Channai,299379.18
PUM703766,Women,Training,Puma All-Pro Nitro W,9,3,10250,4360,,,44694,Online,BANGALORE,
PUM424632,Women,lifestyle,Puma King Pro FG W,10,18,3110,1210,30.8,38738.16,44959,Online,LUCKNOW,67803.37
PUM314528,Kids,Soccer,Puma Future 7 Play FG Jr,5,34,10240,5190,40.2,208199.68,45295,Retail,kolkata,31739.68
PUM628905,Kids,Lifestyle,Puma Turin Jr,5,6,9410,3810,19.9,45224.46,44648,Online,lucknow,22364.46
PUM839916,Kids,Basketball,Puma Smash v2 Jr,5,10,9350,5130,8.3,85739.5,18/08/2023,Retail,Jaipure,34439.5
PUM515409,Kids,Running,Puma Softride Rift Jr,7,25,8450,0,,,45123,Online,Chennai,
PUM723564,Kids,Lifestyle,Puma Attacanto Jr,10,27,4990,1750,38.4,82993.68,45441,Retail,Dehli,35743.68
PUM622401,women,Run,Puma Vikky v3,12,22,8280,4480,13.1,158297.04,14/01/2023,Online,Chennai,59737.04
PUM496887,Women,Running,Puma Run XX Nitro 2,6,42,8890,3990,32.4,252404.88,45494,Online,Bangalore,84824.88
PUM652530,Women,Basketball,Puma ForeverRun Nitro,11,48,10580,5030,20.1,405764.16,24-06-2022,Online,Bangalore,164324.16
PUM119506,Women,Basketball,Puma Fuse 2.0 W,8,17,13890,7060,36.5,149942.55,45408,Retail,Jaipur,29922.55
PUM229598,Men,Lifestyle,Puma Orbit FG,5,24,7530,2680,19.4,319021.74,44823,Retail,Lucknow,254701.74
PUM759804,Women,Basketball,Puma Future Ultimate FG W,7,28,4250,1820,45.2,65212,30-07-2022,Retail,jaipur,14252
PUM436307,Women,Lifestyle,Puma Softride Ruby W,7,44,15550,5620,-4.4,714304.8,45534,Retail,Hydrabad,467024.8
PUM382504,Men,Training,Puma Smash v2,5,20,10440,4250,33.6,138643.2,45118,Online,DELHI,53643.2
PUM779176,Men,Training,Puma Attacanto FG,7,43,,2550,40.2,,45256,Online,hyderabad,
PUM872175,Kids,Training,Puma Softride Enzo Neo Jr,11,31,14320,7880,25.3,331608.24,45011,Retail,Pune,87328.24
PUM557875,Men,Training,Puma Velocity Nitro 3,10,25,6620,3380,48.9,84570.5,21/04/2023,Online,Dehli,70.5
PUM647760,Men,Soccer,Puma Future Rider,6,21,11360,4250,26.6,175103.04,44812,Retail,BANGALORE,85853.04
PUM546119,Men,running,Puma Orbit FG,12,7,5340,2830,39,22801.8,45222,Online,mumbai,9644.07
PUM209908,Female,Soccer,Puma Stewie 2 Team W,12,-9,8040,4650,,,44603,Retail,Chennai,
PUM114211,Men,Training,Puma Suede Classic XXI,4,43,7200,2950,7.2,287308.8,45309,Online,Mubmai,160458.8
PUM166963,Kids,Lifestyle,Puma Rise Jr,9,-2,11230,5770,19.5,,31-08-2023,Online,Chenai,
PUM777132,Men,SOCCER,Puma Fuse 2.0,9,40,3810,1990,34.1,100431.6,45108,Retail,Bangaluru,20831.6
PUM970370,Men,Training,Puma Magnify Nitro 2,13,39,5800,3100,28.7,161280.6,45323,Online,Kolkata,40380.6
PUM953721,Women,Training,Puma Retaliate 2 W,N/A,9,6400,3510,5.7,54316.8,44953,Online,bangalore,22726.8
PUM335357,Women,training,Puma Future Ultimate FG W,10,49,9470,4790,20.4,369367.88,44705,Online,bangalore,134657.88
PUM671468,Women,Running,Puma Suede Mayu W,12,-9,8120,4000,47.6,,,Retail,,
PUM677867,Men,Basketball,Puma Eternity Nitro 2,8,13,0,2530,-2.1,,45409,Retail,MUMBAI,
PUM981639,Kids,Basketball,Puma Rise Jr,4,25,4480,2420,23.2,86016,44676,Online,Bangalore,25516
PUM563405,Men,Soccer,Puma Stewie 2,10,49,5350,2650,41.4,153619.9,25-06-2022,Online,Ahmedabad,23769.9
PUM293636,Men,Soccer,Puma All-Pro Nitro,10,47,10670,6380,42.8,286852.28,44970,Online,,-13007.72
PUM800499,Men,Basketball,Puma Fuse 2.0,5,37,6110,2580,20.9,178821.37,45531,Online,Delhi,83361.37
PUM370048,Men,Running,Puma Ultra Ultimate FG,13,44,10800,3810,36.2,303177.6,45633,Online,ahmedabad,135537.6
PUM785820,Women,Lifestyle,Puma Future Ultimate FG W,6,29,6070,2190,28.5,125861.45,45089,Retail,Kolkata,62351.45
PUM773621,Women,Soccer,Puma King Pro FG W,9,8,7180,3700,129.3,-16829.92,45335,Retail,Hyderabad,-106147.85
PUM397352,Women,Training,Puma Suede Mayu W,5,46,12930,5750,12.9,518053.38,19-06-2023,Online,Jaipure,253553.38
PUM943585,Women,Training,Puma All-Pro Nitro W,4,16,8840,0,47,74963.2,45486,Online,Pune,
PUM191565,Kids,basketball,Puma Playmaker Pro Jr,13,1,10430,6010,0.3,10398.71,45389,Retail,Ahmedabad,4388.71
PUM133183,Men,Lifestyle,Puma Ultra Ultimate FG,10,15,9660,3980,-2.6,148667.4,45310,Retail,Mubmai,88967.4
PUM411129,Kids,Training,Puma Smash v2 Jr,6,34,17400,7180,15.5,499902,44919,Retail,bangalore,255782
PUM509308,Kids,Running,Puma Turin Jr,9,1,3140,1130,15.6,2650.16,45543,Online,jaipur,
PUM331307,Kids,Lifestyle,Puma Softride Rift Jr,6,9,7870,4500,6.6,66155.22,45435,Retail,Jaipure,25655.22
PUM875982,Kids,Basketball,Puma King Match Jr FG,12,22,13140,5220,,,31-01-2022,Online,Mumbai,
PUM930836,Women,Soccer,Puma Softride Ruby W,12,22,7160,3220,-1.3,159567.76,44599,Retail,Ahemdabad,294626.95
PUM294122,Women,Training,Puma Future Ultimate FG W,11,23,3910,1920,36,57555.2,16/03/2024,Retail,jaipur,13395.2
PUM411987,Women,Training,Puma All-Pro Nitro W,8,35,14470,6230,21.5,397563.25,45242,Online,MUMBAI,179513.25
PUM216556,Kids,Running,Puma Softride Rift Jr,7,20,6270,2840,17.3,-7707.82,23-12-2024,Online,Ahemdabad,-64507.82
PUM368880,Women,Running,Puma All-Pro Nitro W,8,20,9590,4180,44.8,105873.6,44805,Online,pune,22273.6
PUM294851,Women,Soccer,Puma King Pro FG W,7,-7,13010,,14.7,,45130,Retail,Mubmai,
PUM339520,women,basketball,Puma Future Ultimate FG W,13,27,10970,5740,41.7,172678.77,45313,Retail,Lucnow,-62316.47
PUM706435,Kids,Basketball,Puma Softride Rift Jr,12,7,4470,2480,45.6,17021.76,44691,Online,Kolkata,-338.24
PUM188341,Women,BasketBall,Puma Deviate Elite 3 W,7,18,9590,4650,39.7,104089.86,45115,Online,DELHI,20389.86
PUM765005,Kids,Basketball,Puma Future 7 Play FG Jr,7,50,14380,7830,0.5,715405,44666,Retail,CHENNAI,323905
PUM827603,Men,SOCCER,Puma Better Foam Prowl,,32,8160,3390,35.7,167900.16,45191,Retail,Bangaluru,59420.16
PUM702427,Women,Basketball,Puma Future Ultimate FG W,9,37,6750,3520,1,247252.5,44762,Online,pune,117012.5
PUM952633,Kids,Running,Puma Pacer Future Jr,10,33,4550,,13.9,129279.15,24-05-2022,Online,Bengaluru,
PUM150051,Women,Soccer,Puma King Pro FG W,,41,9240,4290,-3.8,1130074.22,17-11-2023,Online,Channai,954184.22
PUM892029,Kids,Running,Puma Future 7 Play FG Jr,9,-1,7730,2810,44.8,,45379,Retail,JAIPUR,
PUM804328,male,TRAINING,Puma Future Ultimate FG,10,21,12510,0,25.8,194930.82,45141,Online,Jaipure,
PUM940089,Women,Training,Puma All-Pro Nitro W,XL,22,10800,5120,46.6,126878.4,44724,Retail,bangalore,76196.83
PUM809203,Kids,Soccer,Puma Turin Jr,11,35,16480,6750,43.7,699398.06,29/07/2023,Retail,Kolkatta,463148.06
PUM262541,Men,lifestyle,Puma Orbit FG,13,20,5330,1900,2.1,104361.4,45378,Online,,
PUM183203,Men,Running,Puma Stewie 2,4,33,11530,4850,19.5,306294.45,45427,Retail,Calcutta,146244.45
PUM525941,Kids,Running,Puma Attacanto Jr,4,-5,13250,7930,26.8,,45515,Retail,hyderabad,
PUM663026,Kids,Basketball,Puma Future 7 Play FG Jr,8,43,5030,2000,21,388496.11,45270,Retail,Ahemdabad,302496.11
PUM946123,Women,Run,Puma Stewie 2 Team W,12,39,7650,3180,28.2,214215.3,45371,Retail,Mubmai,90195.3
PUM313631,KIDS,Basketball,Puma Softride Rift Jr,6,39,15490,6600,4.5,1406961.66,28-07-2022,Online,Mumbai,1149561.66
PUM839389,Kids,lifestyle,Puma Evolve Run Mesh Jr,10,31,3660,1630,24.1,86116.14,44724,Retail,Ahemdabad,117807.53
PUM939892,Men,Running,Puma Retaliate 2,7,21,,2040,1.6,,17-05-2024,Online,Hyd,
PUM226554,Women,Basketball,Puma Softride Ruby W,8,9,3720,1490,14.1,28759.32,44719,Online,Delhi,15349.32
PUM320567,Kids,Soccer,Puma Smash v2 Jr,7,7,9600,4350,20.7,53289.6,15/11/2023,Retail,DELHI,22839.6
PUM218415,Kids,Basketball,Puma Playmaker Pro Jr,,,3820,2250,122.2,,45477,Retail,Jaipure,
PUM277499,Kids,Basketball,Puma Attacanto Jr,5,11,8840,3840,21.6,76236.16,45135,Online,Hyd,33996.16
PUM196497,Men,Lifestyle,Puma Future Rider,7,6,6320,3520,42.8,21690.24,45118,Retail,Ahmedabad,570.24
PUM859308,Woman,Lifestyle,Puma ForeverRun Nitro,10,30,7090,2610,5.5,201001.5,44947,Online,Ahmedabad,122701.5
PUM250880,Kids,Training,Puma Pacer Future Jr,7,17,14960,7110,6.2,,,Online,Hyd,
PUM250722,Women,Training,Puma Suede Mayu W,10,50,3290,0,14,141470,45286,Retail,CHENNAI,
PUM880750,Men,Training,Puma Clyde All-Pro,8,41,10930,4670,25.1,335649.37,45561,Retail,CHENNAI,144179.37
PUM239580,Women,Lifestyle,Puma Magnify Nitro 2 W,8,23,7370,2810,22.9,130692.21,13-08-2024,Online,pune,66062.21
PUM686392,Men,Soccer,Puma Clyde All-Pro,12,34,7230,3630,19.7,197393.46,45560,Retail,Ahmedabad,307428.15
PUM637373,Kids,Life Style,Puma Softride Rift Jr,7,42,10220,4590,41.8,-886.65,45299,Online,LUCKNOW,-193666.65
PUM231016,Women,Basketball,Puma Cali Dream,12,26,5100,2770,40.8,78499.2,22/10/2023,Online,Calcutta,6479.2
PUM161293,Men,running,Puma All-Pro Nitro,12,49,13150,7590,40.4,384032.6,,Online,Channai,12122.6
PUM101139,Kids,Lifestyle,Puma Softride Rift Jr,,18,3600,1580,21.1,51127.2,44813,Online,MUMBAI,22687.2
PUM243134,Women,basketball,Puma Retaliate 2 W,11,44,,1550,0.1,,45314,Retail,kolkata,
