Order_ID,Units_Sold,Discount_Applied,Product_Name,Region,Gender_Category,Product_Line,MRP,Cost,Order_Date,Sales_Channel,Revenue,Profit,Size_Label
PUM648421,37,33.7,Puma Pacer Future Jr,Pune,Kids,Lifestyle,17810,7320,28/10/2023,In-Store,436897.11,166057.11,Unknown
PUM949927,7,11.3,Puma Pacer Future Jr,Jaipur,Kids,Basketball,10560,4620,22/08/2023,In-Store,65567.04,33227.04,Unknown
PUM449950,30,31.3,Puma Rise Jr,Ahmedabad,Kids,Lifestyle,11300,4200,12/03/2024,Online,232893,106893,Unknown
PUM675692,29,27.9,Puma Evolve Run Mesh Jr,Delhi,Kids,Running,7950,3120,20/08/2022,In-Store,166226.55,75746.55,Unknown
PUM969226,38,20.4,Puma Rise Jr,Banglore,Kids,Basketball,17740,7240,25/07/2023,Online,536599.52,261479.52,Unknown
PUM340572,48,12.6,Puma Pacer Future Jr,Hyderabad,Kids,Soccer,4040,1520,06/05/2022,Online,169486.08,96526.08,Unknown
PUM816308,28,28.8,Puma Smash v2 Jr,Delhi,Kids,Soccer,11480,6410,22/07/2022,In-Store,228865.28,49385.28,Unknown
PUM539364,29,47.8,Puma Playmaker Pro Jr,Kolkata,Kids,Lifestyle,8100,4160,06/06/2024,In-Store,122617.8,1977.8,Unknown
PUM357755,18,13.6,Puma Softride Enzo Neo Jr,Chennai,Kids,Training,3210,1680,26/02/2024,In-Store,49921.92,19681.92,Unknown
PUM381070,22,12.1,Puma Softride Rift Jr,Mumbai,Kids,Lifestyle,6220,3090,20/06/2024,In-Store,120282.36,52302.36,Unknown
PUM388980,9,32.1,Puma Suede Jr,Banglore,Kids,Lifestyle,6330,3670,29/12/2023,Online,38682.63,5652.63,Unknown
PUM831386,48,44.9,Puma Pacer Future Jr,Banglore,Kids,Soccer,11180,6240,20/07/2024,In-Store,295688.64,-3831.36,Unknown
PUM913217,48,11.1,Puma Pacer Future Jr,Jaipur,Kids,Soccer,5480,2840,20/07/2024,In-Store,233842.56,97522.56,Unknown
PUM101139,18,21.1,Puma Softride Rift Jr,Mumbai,Kids,Lifestyle,3600,1580,09/09/2022,Online,51127.2,22687.2,Unknown
PUM800759,49,13.6,Puma Rise Jr,Chennai,Kids,Training,6990,3350,13/07/2023,In-Store,295928.64,131778.64,Unknown
PUM586530,18,27.8,Puma Smash v2 Jr,Lucknow,Kids,Training,11480,5640,24/12/2024,In-Store,149194.08,47674.08,Unknown
PUM139086,34,48,Puma Evolve Run Mesh Jr,Chennai,Kids,Soccer,17760,8600,25/02/2023,In-Store,313996.8,21596.8,Unknown
PUM961833,40,14.5,Puma Playmaker Pro Jr,Lucknow,Kids,Running,3810,1800,04/08/2023,Online,130302,58302,Unknown
PUM696879,43,6,Puma Evolve Run Mesh Jr,Chennai,Kids,Lifestyle,4790,2770,18/06/2024,In-Store,193611.8,74501.8,Unknown
PUM291315,47,43.8,Puma Softride Rift Jr,Delhi,Kids,Basketball,9650,5090,07/11/2022,Online,254895.1,15665.1,Unknown
PUM896007,34,37.8,Puma Softride Rift Jr,Jaipur,Kids,Training,18300,8580,17/03/2023,Online,387008.4,95288.4,Unknown
PUM837551,26,34,Puma Playmaker Pro Jr,Ahmedabad,Kids,Running,11490,5450,16/04/2024,In-Store,197168.4,55468.4,Unknown
PUM635535,43,22.1,Puma Pacer Future Jr,Ahmedabad,Kids,Soccer,11000,5260,23/04/2022,In-Store,368467,142287,Unknown
PUM383175,23,3.2,Puma King Match Jr FG,Delhi,Kids,Training,11260,6480,19/04/2023,In-Store,250692.64,101652.64,Unknown
PUM553190,26,15.4,Puma Playmaker Pro Jr,Hyderabad,Kids,Running,6680,3040,15/12/2022,In-Store,146933.28,67893.28,Unknown
PUM791059,42,35.5,Puma Suede Jr,Pune,Kids,Training,8640,3630,17/02/2022,In-Store,234057.6,81597.6,Unknown
PUM606077,3,38.5,Puma Future 7 Play FG Jr,Pune,Kids,Lifestyle,17440,8900,22/07/2022,In-Store,32176.8,5476.8,Unknown
PUM490827,4,37.9,Puma Future 7 Play FG Jr,Chennai,Kids,Lifestyle,10570,5650,10/10/2023,Online,26255.88,3655.88,Unknown
PUM882328,40,9.8,Puma King Match Jr FG,Pune,Kids,Lifestyle,7950,3340,11/12/2022,Online,286836,153236,Unknown
PUM573467,20,1.5,Puma Attacanto Jr,Pune,Kids,Soccer,5180,2560,24/07/2023,Online,102046,50846,Unknown
PUM969954,2,31.4,Puma Anzarun Lite Jr,Delhi,Kids,Running,11190,6370,08/06/2024,In-Store,15352.68,2612.68,Unknown
PUM651719,15,22.8,Puma Pacer Future Jr,Lucknow,Kids,Soccer,11360,4060,23/04/2022,In-Store,131548.8,70648.8,Unknown
PUM700583,29,19.2,Puma Playmaker Pro Jr,Pune,Kids,Basketball,5680,2400,02/10/2022,In-Store,133093.76,63493.76,Unknown
PUM142005,31,7.6,Puma Playmaker Pro Jr,Lucknow,Kids,Training,7420,4260,31/01/2023,In-Store,212538.48,80478.48,Unknown
PUM637463,8,26.6,Puma Suede Jr,Lucknow,Kids,Training,9660,4110,13/07/2024,In-Store,56723.52,23843.52,Unknown
PUM732313,33,18.7,Puma Playmaker Pro Jr,Jaipur,Kids,Basketball,11950,4920,18/08/2022,Online,320606.55,158246.55,Unknown
PUM699559,31,49.9,Puma Playmaker Pro Jr,Mumbai,Kids,Running,5800,0,02/10/2022,In-Store,90079.8,90079.8,Unknown
PUM577095,50,43.8,Puma Playmaker Pro Jr,Kolkata,Kids,Lifestyle,15310,0,27/04/2022,In-Store,430211,430211,Unknown
PUM963559,21,2.1,Puma Smash v2 Jr,Hyderabad,Kids,Running,6390,2910,18/09/2024,Online,131372.01,70262.01,Unknown
PUM702980,40,19.8,Puma Softride Enzo Neo Jr,Mumbai,Kids,Lifestyle,15200,8010,28/01/2022,Online,487616,167216,Unknown
PUM210678,40,17.4,Puma Playmaker Pro Jr,Kolkata,Kids,Running,4900,0,29/08/2023,In-Store,161896,161896,Unknown
PUM238580,4,21.4,Puma King Match Jr FG,Jaipur,Kids,Training,12270,6900,06/09/2024,In-Store,38576.88,10976.88,Unknown
PUM963610,38,9.7,Puma Pacer Future Jr,Hyderabad,Kids,Lifestyle,3440,1430,03/08/2023,In-Store,118040.16,63700.16,Unknown
PUM837189,2,27.6,Puma Turin Jr,Ahmedabad,Kids,Running,6200,3410,27/04/2023,Online,8977.6,2157.6,Unknown
PUM833281,30,36.6,Puma Softride Rift Jr,Lucknow,Kids,Soccer,13070,4900,24/02/2022,In-Store,248591.4,101591.4,Unknown
PUM910951,8,2.7,Puma Rise Jr,Unknown,Kids,Basketball,9240,3440,06/09/2022,In-Store,71924.16,44404.16,Unknown
PUM948730,16,36.1,Puma Smash v2 Jr,Lucknow,Kids,Soccer,4390,2550,22/04/2023,Online,44883.36,4083.36,Unknown
PUM652223,4,48.5,Puma Pacer Future Jr,Chennai,Kids,Running,11980,5840,13/12/2023,In-Store,24678.8,1318.8,Unknown
PUM953929,33,14.2,Puma Evolve Run Mesh Jr,Banglore,Kids,Soccer,4030,2350,16/10/2024,In-Store,114105.42,36555.42,Unknown
PUM520917,46,23.6,Puma Attacanto Jr,Kolkata,Kids,Running,9360,4210,01/12/2023,In-Store,328947.84,135287.84,Unknown
PUM297833,5,40,Puma Rise Jr,Hyderabad,Kids,Basketball,8020,3250,04/10/2024,In-Store,24060,7810,Unknown
PUM788532,2,16.1,Puma Softride Rift Jr,Lucknow,Kids,Running,15360,6090,13/09/2022,Online,25774.08,13594.08,Unknown
PUM406045,27,47,Puma Anzarun Lite Jr,Mumbai,Kids,Basketball,5010,2280,16/10/2024,Online,71693.1,10133.1,Unknown
PUM248384,46,16.6,Puma Anzarun Lite Jr,Jaipur,Kids,Soccer,6450,3200,18/03/2023,In-Store,247447.8,100247.8,Unknown
PUM970881,9,49.3,Puma Suede Jr,Lucknow,Kids,Training,10560,5960,29/10/2023,In-Store,48185.28,-5454.72,Unknown
PUM603718,23,34.2,Puma Smash v2 Jr,Jaipur,Kids,Soccer,5170,2420,27/06/2023,Online,78242.78,22582.78,Unknown
PUM328737,44,45.3,Puma Future 7 Play FG Jr,Lucknow,Kids,Training,6100,3380,31/07/2023,In-Store,146814.8,-1905.2,Unknown
PUM558905,38,33.1,Puma Rise Jr,Lucknow,Kids,Running,16600,6870,10/01/2023,In-Store,422005.2,160945.2,Unknown
PUM104574,27,18.1,Puma Softride Rift Jr,Delhi,Kids,Running,6060,0,21/04/2024,In-Store,134004.78,134004.78,Unknown
PUM292476,38,42.7,Puma Future 7 Play FG Jr,Lucknow,Kids,Lifestyle,10270,5640,17/04/2023,Online,223618.98,9298.98,Unknown
PUM453485,14,22.1,Puma Turin Jr,Delhi,Kids,Training,6190,3460,02/06/2023,Online,67508.14,19068.14,Unknown
PUM945289,17,19.9,Puma Anzarun Lite Jr,Jaipur,Kids,Lifestyle,8400,3860,23/01/2023,In-Store,114382.8,48762.8,Unknown
PUM908251,3,44.8,Puma Anzarun Lite Jr,Hyderabad,Kids,Lifestyle,17750,6870,21/01/2023,Online,29394,8784,Unknown
PUM768634,13,33.5,Puma Evolve Run Mesh Jr,Pune,Kids,Basketball,5170,2170,04/12/2022,In-Store,44694.65,16484.65,Unknown
PUM285219,31,27.9,Puma Rise Jr,Jaipur,Kids,Lifestyle,11580,5660,28/01/2024,In-Store,258824.58,83364.58,Unknown
PUM157174,43,3,Puma Attacanto Jr,Delhi,Kids,Training,7510,2700,09/07/2023,In-Store,313242.1,197142.1,Unknown
PUM198820,17,20,Puma Pacer Future Jr,Hyderabad,Kids,Training,7340,2980,10/08/2022,In-Store,99824,49164,Unknown
PUM773071,7,18.5,Puma Softride Rift Jr,Hyderabad,Kids,Basketball,5880,2080,29/08/2024,In-Store,33545.4,18985.4,Unknown
PUM382148,15,43.3,Puma Softride Rift Jr,Kolkata,Kids,Lifestyle,16090,5640,20/06/2022,Online,136845.45,52245.45,Unknown
PUM608238,6,2.6,Puma Softride Enzo Neo Jr,Lucknow,Kids,Lifestyle,4770,2100,18/03/2024,In-Store,27875.88,15275.88,Unknown
PUM214705,12,16.6,Puma Pacer Future Jr,Banglore,Kids,Lifestyle,5830,2660,26/11/2024,In-Store,58346.64,26426.64,Unknown
PUM178147,1,3.5,Puma Softride Rift Jr,Lucknow,Kids,Soccer,16660,9160,07/02/2024,In-Store,16076.9,6916.9,Unknown
PUM133847,18,2.1,Puma Anzarun Lite Jr,Lucknow,Kids,Lifestyle,16860,7720,03/08/2022,In-Store,297106.92,158146.92,Unknown
PUM459603,18,0.9,Puma Turin Jr,Chennai,Kids,Running,8520,3990,06/09/2023,In-Store,151979.76,80159.76,Unknown
PUM259581,37,38.2,Puma King Match Jr FG,Delhi,Kids,Running,6630,3400,27/05/2024,Online,151601.58,25801.58,Unknown
PUM396926,28,7.6,Puma King Match Jr FG,Pune,Kids,Running,4410,2240,26/02/2022,Online,114095.52,51375.52,Unknown
PUM356514,39,2.8,Puma Softride Rift Jr,Kolkata,Kids,Lifestyle,19330,7770,17/02/2024,In-Store,732761.64,429731.64,Unknown
PUM244752,26,2.4,Puma Smash v2 Jr,Lucknow,Kids,Soccer,11150,6100,09/08/2024,Online,282942.4,124342.4,Unknown
PUM215484,50,42.7,Puma Pacer Future Jr,Delhi,Kids,Running,3190,1170,22/08/2023,In-Store,91393.5,32893.5,Unknown
PUM595132,7,1.8,Puma King Match Jr FG,Pune,Kids,Training,10430,5290,01/12/2022,Online,71695.82,34665.82,Unknown
PUM360024,15,4.8,Puma King Match Jr FG,Mumbai,Kids,Training,17160,8090,04/06/2024,Online,245044.8,123694.8,Unknown
PUM486449,41,5.4,Puma Softride Rift Jr,Ahmedabad,Kids,Lifestyle,4830,2130,07/09/2024,Online,187336.38,100006.38,Unknown
PUM220116,31,44,Puma Stewie 2,Pune,Men,Basketball,13270,7700,18/10/2023,Online,230367.2,-8332.8,Unknown
PUM490337,10,49.5,Puma Scoot Zeros,Pune,Men,Basketball,11220,5650,10/05/2024,Online,56661,161,Unknown
PUM146560,14,20.8,Puma All-Pro Nitro,Ahmedabad,Men,Soccer,7150,2720,03/04/2022,Online,79279.2,41199.2,Unknown
PUM975180,1,8.2,Puma Fuse 2.0,Delhi,Men,Running,5890,2670,09/08/2024,Online,5407.02,2737.02,Unknown
PUM306194,20,12.6,Puma Better Foam Prowl,Hyderabad,Men,Basketball,6250,2680,27/07/2022,Online,109250,55650,Unknown
PUM391668,29,41.3,Puma Better Foam Prowl,Jaipur,Men,Soccer,5130,2660,12/11/2024,Online,87327.99,10187.99,Unknown
PUM148770,7,43.7,Puma Ultra Ultimate FG,Lucknow,Men,Running,14590,6120,21/02/2022,Online,57499.19,14659.19,Unknown
PUM685466,49,2.3,Puma Stewie 2,Kolkata,Men,Soccer,10410,3770,06/12/2023,Online,498357.93,313627.93,Unknown
PUM801520,17,35.9,Puma Attacanto FG,Jaipur,Men,Training,4780,2700,19/06/2022,In-Store,52087.66,6187.66,Unknown
PUM483724,18,33.3,Puma Fuse 2.0,Ahmedabad,Men,Soccer,8130,4150,21/08/2023,Online,97608.78,22908.78,Unknown
PUM471159,30,40.7,Puma Future Rider,Mumbai,Men,Lifestyle,4020,1660,31/05/2022,Online,71515.8,21715.8,Unknown
PUM776320,30,17.7,Puma Liberate Nitro 2,Banglore,Men,Lifestyle,12780,7610,01/12/2024,In-Store,315538.2,87238.2,Unknown
PUM157221,33,45.3,Puma Softride Premier,Mumbai,Men,Soccer,8650,3070,12/05/2022,In-Store,156141.15,54831.15,Unknown
PUM369600,20,1.5,Puma Eternity Nitro 2,Lucknow,Men,Soccer,16110,7420,01/09/2022,In-Store,317367,168967,Unknown
PUM326222,8,8.9,Puma Fuse 2.0,Jaipur,Men,Training,19450,10450,30/03/2022,In-Store,141751.6,58151.6,Unknown
PUM437262,21,16.4,Puma Future Ultimate FG,Lucknow,Men,Soccer,7410,3660,05/07/2023,In-Store,130089.96,53229.96,Unknown
PUM979815,39,36.5,Puma Future Rider,Pune,Men,Lifestyle,3230,1610,09/04/2023,Online,79990.95,17200.95,Unknown
PUM256489,35,48.2,Puma Eternity Nitro 2,Hyderabad,Men,Training,5090,1780,05/11/2022,In-Store,92281.7,29981.7,Unknown
PUM744396,14,47.3,Puma Softride Premier,Chennai,Men,Basketball,5310,2760,15/06/2024,In-Store,39177.18,537.18,Unknown
PUM370593,42,0.4,Puma Velocity Nitro 3,Pune,Men,Lifestyle,9460,0,19/06/2024,In-Store,395730.72,395730.72,Unknown
PUM656883,6,47.6,Puma Smash v2,Mumbai,Men,Soccer,9740,4680,17/02/2022,Online,30622.56,2542.56,Unknown
PUM876366,2,34.2,Puma King Platinum 21,Mumbai,Men,Running,9380,3890,03/02/2023,Online,12344.08,4564.08,Unknown
PUM827603,32,35.7,Puma Better Foam Prowl,Banglore,Men,Soccer,8160,3390,22/09/2023,In-Store,167900.16,59420.16,Unknown
PUM846790,50,4.1,Puma Deviate Elite 3,Jaipur,Men,Running,6830,2430,09/12/2024,Online,327498.5,205998.5,Unknown
PUM699120,1,28,Puma King Platinum 21,Mumbai,Men,Training,12120,4440,15/03/2024,Online,8726.4,4286.4,Unknown
PUM587844,40,46,Puma Ultra Ultimate FG,Banglore,Men,Training,11100,6050,01/12/2022,Online,239760,-2240,Unknown
PUM846382,22,43.3,Puma MB.03,Kolkata,Men,Running,3910,2330,16/06/2023,Online,48773.34,-2486.66,Unknown
PUM158693,5,26.9,Puma Scoot Zeros,Delhi,Men,Basketball,6360,2430,12/09/2022,Online,23245.8,11095.8,Unknown
PUM561751,23,5.3,Puma Magnify Nitro 2,Mumbai,Men,Training,10340,5220,31/12/2022,In-Store,225215.54,105155.54,Unknown
PUM919729,30,0.7,Puma All-Pro Nitro,Mumbai,Men,Soccer,10210,0,29/08/2024,Online,304155.9,304155.9,Unknown
PUM981621,12,0,Puma All-Pro Nitro,Kolkata,Men,Training,4600,2390,02/12/2022,Online,55200,26520,Unknown
PUM301475,32,24.6,Puma Future Ultimate FG,Ahmedabad,Men,Soccer,5480,2260,11/03/2022,Online,132221.44,59901.44,Unknown
PUM739447,13,8.2,Puma Scoot Zeros,Kolkata,Men,Running,11560,6620,02/04/2022,Online,137957.04,51897.04,Unknown
PUM302583,48,4.1,Puma All-Pro Nitro,Hyderabad,Men,Running,5970,2970,22/12/2022,Online,274811.04,132251.04,Unknown
PUM128737,6,49.1,Puma Liberate Nitro 2,Hyderabad,Men,Basketball,13850,6760,12/03/2022,In-Store,42297.9,1737.9,Unknown
PUM723758,46,19,Puma Magnify Nitro 2,Mumbai,Men,Basketball,8490,4810,30/04/2024,Online,316337.4,95077.4,Unknown
PUM412836,44,2.8,Puma RS-X,Hyderabad,Men,Soccer,12600,6570,03/01/2023,Online,538876.8,249796.8,Unknown
PUM806042,18,0,Puma Retaliate 2,Kolkata,Men,Basketball,5080,2900,15/03/2022,Online,91440,39240,Unknown
PUM717466,13,44.6,Puma Smash v2,Unknown,Men,Running,13830,5880,15/04/2022,In-Store,99603.66,23163.66,Unknown
PUM211376,11,25,Puma Liberate Nitro 2,Ahmedabad,Men,Basketball,17810,9440,20/05/2022,Online,146932.5,43092.5,Unknown
PUM541142,27,11.2,Puma Scoot Zeros,Chennai,Men,Running,12950,5260,20/03/2022,Online,310489.2,168469.2,Unknown
PUM200595,7,25.7,Puma Magnify Nitro 2,Chennai,Men,Basketball,4730,0,11/02/2023,In-Store,24600.73,24600.73,Unknown
PUM230690,32,6.1,Puma Magnify Nitro 2,Banglore,Men,Basketball,9270,5050,24/02/2024,Online,278544.96,116944.96,Unknown
PUM272919,11,9.1,Puma Softride Premier,Chennai,Men,Soccer,10870,4770,31/07/2023,In-Store,108689.13,56219.13,Unknown
PUM729569,31,24.4,Puma MB.03,Chennai,Men,Lifestyle,7520,2870,07/08/2024,In-Store,176238.72,87268.72,Unknown
PUM561186,21,9.3,Puma Future Rider,Hyderabad,Men,Basketball,5430,0,05/03/2023,Online,103425.21,103425.21,Unknown
PUM357674,5,4,Puma Attacanto FG,Mumbai,Men,Basketball,11730,4530,08/04/2024,In-Store,56304,33654,Unknown
PUM126960,20,5.2,Puma Stewie 2,Hyderabad,Men,Lifestyle,14370,7190,01/04/2023,In-Store,272455.2,128655.2,Unknown
PUM593699,19,21.1,Puma Eternity Nitro 2,Mumbai,Men,Lifestyle,7420,3300,02/11/2024,In-Store,111233.22,48533.22,Unknown
PUM914116,36,19.5,Puma Fuse 2.0,Delhi,Men,Running,18560,8870,05/08/2023,Online,537868.8,218548.8,Unknown
PUM627108,25,23.3,Puma Suede Classic XXI,Mumbai,Men,Soccer,12950,5450,21/08/2023,Online,248316.25,112066.25,Unknown
PUM993614,43,48.6,Puma Magnify Nitro 2,Lucknow,Men,Lifestyle,13730,6050,24/02/2024,Online,303460.46,43310.46,Unknown
PUM554304,49,25,Puma Scoot Zeros,Mumbai,Men,Lifestyle,11550,6330,19/03/2023,Online,424462.5,114292.5,Unknown
PUM413555,3,16,Puma Future Rider,Ahmedabad,Men,Running,8860,3730,05/02/2023,Online,22327.2,11137.2,Unknown
PUM662660,24,31.6,Puma Eternity Nitro 2,Jaipur,Men,Basketball,9160,4500,10/08/2023,In-Store,150370.56,42370.56,Unknown
PUM624112,24,38.4,Puma Stewie 2,Delhi,Men,Lifestyle,14600,0,10/10/2022,Online,215846.4,215846.4,Unknown
PUM785806,18,46.4,Puma Retaliate 2,Jaipur,Men,Training,5090,2200,18/12/2023,In-Store,49108.32,9508.32,Unknown
PUM387202,22,39.3,Puma Clyde All-Pro,Ahmedabad,Men,Training,8150,3410,01/04/2023,In-Store,108835.1,33815.1,Unknown
PUM623628,31,0,Puma Softride Premier,Chennai,Men,Running,16750,6800,29/05/2023,Online,519250,308450,Unknown
PUM663867,7,26.5,Puma Fuse 2.0,Jaipur,Men,Running,8000,2860,28/02/2024,Online,41160,21140,Unknown
PUM372784,33,0,Puma Eternity Nitro 2,Banglore,Men,Lifestyle,5070,1900,22/06/2024,Online,167310,104610,Unknown
PUM115622,9,12,Puma Retaliate 2,Delhi,Men,Training,10100,5240,06/02/2023,Online,79992,32832,Unknown
PUM461717,41,11.1,Puma Scoot Zeros,Kolkata,Men,Lifestyle,7800,4430,14/11/2023,In-Store,284302.2,102672.2,Unknown
PUM832900,16,13,Puma Retaliate 2,Kolkata,Men,Training,7090,4130,19/08/2023,Online,98692.8,32612.8,Unknown
PUM636320,6,45.4,Puma Smash v2,Kolkata,Men,Training,16120,6400,05/04/2024,Online,52809.12,14409.12,Unknown
PUM205063,8,45.7,Puma Fuse 2.0,Delhi,Men,Training,12540,5330,11/07/2023,Online,54473.76,11833.76,Unknown
PUM574023,11,46.4,Puma Fuse 2.0,Delhi,Men,Training,9480,5330,26/09/2022,In-Store,55894.08,-2735.92,Unknown
PUM844466,15,31.5,Puma Softride Premier,Lucknow,Men,Soccer,4660,1790,23/05/2022,Online,47881.5,21031.5,Unknown
PUM374917,39,20.8,Puma Retaliate 2,Banglore,Men,Training,10230,4790,10/05/2024,In-Store,315984.24,129174.24,Unknown
PUM244100,29,4.9,Puma MB.03,Ahmedabad,Men,Running,6250,3740,05/05/2023,Online,172368.75,63908.75,Unknown
PUM176168,44,5.6,Puma Better Foam Prowl,Chennai,Men,Soccer,7020,2800,25/01/2022,In-Store,291582.72,168382.72,Unknown
PUM420262,15,0,Puma MB.03,Ahmedabad,Men,Lifestyle,3610,1930,09/12/2022,In-Store,54150,25200,Unknown
PUM302011,33,37.7,Puma Better Foam Prowl,Jaipur,Men,Basketball,19240,10900,03/10/2024,In-Store,395555.16,35855.16,Unknown
PUM553666,45,16.5,Puma Liberate Nitro 2,Delhi,Men,Running,4520,2160,23/03/2022,In-Store,169839,72639,Unknown
PUM830364,19,8.6,Puma Softride Premier,Mumbai,Men,Running,6680,2650,11/09/2023,In-Store,116004.88,65654.88,Unknown
PUM272252,4,34.4,Puma Orbit FG,Banglore,Men,Running,7950,4730,13/11/2022,In-Store,20860.8,1940.8,Unknown
PUM435584,26,49.8,Puma Stewie 2,Jaipur,Men,Soccer,8400,3240,08/06/2022,In-Store,109636.8,25396.8,Unknown
PUM238471,31,32.7,Puma Smash v2,Jaipur,Men,Basketball,10580,5770,02/04/2023,In-Store,220730.54,41860.54,Unknown
PUM492648,1,2.8,Puma Ultra Ultimate FG,Pune,Men,Lifestyle,15330,8940,11/01/2023,Online,14900.76,5960.76,Unknown
PUM482169,39,39,Puma Fuse 2.0,Banglore,Men,Training,6610,3280,03/10/2022,Online,157251.9,29331.9,Unknown
PUM891294,50,43.4,Puma Better Foam Prowl,Jaipur,Men,Basketball,9160,3940,05/05/2024,Online,259228,62228,Unknown
PUM244247,35,15.5,Puma Orbit FG,Mumbai,Men,Soccer,7900,3490,05/05/2024,Online,233642.5,111492.5,Unknown
PUM477943,48,42.1,Puma Future Ultimate FG,Pune,Men,Basketball,6240,0,29/09/2022,Online,173422.08,173422.08,Unknown
PUM293186,14,39.8,Puma Fuse 2.0,Kolkata,Men,Training,7470,2990,12/12/2024,Online,62957.16,21097.16,Unknown
PUM400798,1,29.1,Puma Eternity Nitro 2,Lucknow,Men,Training,3900,2210,07/04/2023,Online,2765.1,555.1,Unknown
PUM644153,5,13.4,Puma Magnify Nitro 2,Mumbai,Men,Training,14770,8440,22/03/2022,In-Store,63954.1,21754.1,Unknown
PUM915511,22,11,Puma All-Pro Nitro,Mumbai,Men,Soccer,7130,2860,18/01/2023,In-Store,139605.4,76685.4,Unknown
PUM886519,42,40.1,Puma Orbit FG,Ahmedabad,Men,Soccer,16290,7680,07/03/2022,In-Store,409823.82,87263.82,Unknown
PUM363076,20,22.5,Puma Stewie 2,Mumbai,Men,Training,5530,2850,09/06/2022,In-Store,85715,28715,Unknown
PUM533804,11,12.8,Puma Clyde All-Pro,Kolkata,Men,Basketball,4160,1970,11/03/2023,Online,39902.72,18232.72,Unknown
PUM292338,9,42.2,Puma Future Rider,Mumbai,Men,Training,14520,6410,07/04/2022,In-Store,75533.04,17843.04,Unknown
PUM141514,32,0,Puma RS-X,Hyderabad,Men,Soccer,3780,1460,27/04/2022,Online,120960,74240,Unknown
PUM732338,25,10,Puma Ultra Ultimate FG,Chennai,Men,Lifestyle,11270,6010,29/10/2024,In-Store,253575,103325,Unknown
PUM864043,18,16.5,Puma All-Pro Nitro,Jaipur,Men,Running,7120,3020,22/01/2024,Online,107013.6,52653.6,Unknown
PUM120562,25,45.3,Puma Retaliate 2,Banglore,Men,Basketball,8270,3950,30/07/2023,In-Store,113092.25,14342.25,Unknown
PUM157663,17,5.2,Puma Future Ultimate FG,Mumbai,Men,Running,10210,5280,13/03/2022,Online,164544.36,74784.36,Unknown
PUM874465,41,25.4,Puma Attacanto FG,Kolkata,Men,Training,8640,4980,17/01/2024,Online,264263.04,60083.04,Unknown
PUM370546,39,0,Puma RS-X,Pune,Men,Soccer,3910,1570,10/01/2022,Online,152490,91260,Unknown
PUM366304,28,36.5,Puma All-Pro Nitro,Pune,Men,Lifestyle,12740,6860,01/11/2024,Online,226517.2,34437.2,Unknown
PUM918180,2,17.3,Puma Softride Premier,Hyderabad,Men,Lifestyle,5150,1930,18/07/2023,Online,8518.1,4658.1,Unknown
PUM590400,33,22.7,Puma Fuse 2.0,Pune,Men,Running,11020,4480,21/08/2023,Online,281109.18,133269.18,Unknown
PUM644999,31,8.8,Puma Better Foam Prowl,Jaipur,Men,Basketball,17790,9050,28/03/2024,Online,502958.88,222408.88,Unknown
PUM912439,23,14.2,Puma All-Pro Nitro,Delhi,Men,Running,7400,2960,05/03/2024,In-Store,146031.6,77951.6,Unknown
PUM579131,13,22.3,Puma Stewie 2,Unknown,Men,Running,3410,1710,11/04/2022,Online,34444.41,12214.41,Unknown
PUM539399,22,34,Puma Stewie 2,Mumbai,Men,Lifestyle,3490,1530,27/03/2023,In-Store,50674.8,17014.8,S
PUM243345,6,16.8,Puma Future Rider,Banglore,Men,Soccer,6160,3030,10/04/2022,In-Store,30750.72,12570.72,S
PUM577901,44,13.5,Puma Eternity Nitro 2,Hyderabad,Men,Soccer,7030,4220,15/10/2024,In-Store,267561.8,81881.8,S
PUM592789,20,17,Puma MB.03,Mumbai,Men,Soccer,11110,5040,10/10/2023,In-Store,184426,83626,S
PUM277960,6,8.9,Puma Fuse 2.0,Chennai,Men,Soccer,7630,3920,19/04/2024,Online,41705.58,18185.58,S
PUM420344,11,42.8,Puma King Platinum 21,Banglore,Men,Lifestyle,6090,3050,12/04/2024,In-Store,38318.28,4768.28,S
PUM830553,13,8.9,Puma RS-X,Delhi,Men,Training,9370,5220,02/07/2024,Online,110968.91,43108.91,S
PUM410968,45,11.6,Puma Ultra Ultimate FG,Jaipur,Men,Lifestyle,7370,3890,24/07/2023,In-Store,293178.6,118128.6,S
PUM909462,22,17.1,Puma Better Foam Prowl,Mumbai,Men,Lifestyle,7860,4680,25/06/2022,In-Store,143350.68,40390.68,S
PUM947915,26,0,Puma Ultra Ultimate FG,Pune,Men,Basketball,13390,7040,21/09/2023,Online,348140,165100,S
PUM335561,8,0,Puma Retaliate 2,Ahmedabad,Men,Running,6170,2870,13/03/2024,In-Store,49360,26400,S
PUM452543,34,16.5,Puma Suede Classic XXI,Mumbai,Men,Lifestyle,13560,5160,31/07/2024,In-Store,384968.4,209528.4,S
PUM781398,35,6.3,Puma Deviate Elite 3,Chennai,Men,Training,4040,2050,22/01/2024,In-Store,132491.8,60741.8,S
PUM845857,1,48.7,Puma All-Pro Nitro,Lucknow,Men,Lifestyle,6380,2850,12/04/2024,In-Store,3272.94,422.94,S
PUM235078,26,44.7,Puma King Platinum 21,Mumbai,Men,Lifestyle,9120,4150,11/04/2024,In-Store,131127.36,23227.36,S
